director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Robert D. Webb,Robert Ryan,Virginia Mayo,Jeffrey Hunter,Action Western,the proud ones,Robert Ryan Virginia Mayo Jeffrey Hunter Robert D. Webb Action Western
Alberto Cardone,Anthony Steffen,Gianni Garko,Erika Blanc,Western,"$1,000 on the black",Anthony Steffen Gianni Garko Erika Blanc Alberto Cardone Western
Giuliano Carnimeo,Klaus Kinski,Gianni Garko,Frank Wolff,Western Mystery,sartana the gravedigger,Klaus Kinski Gianni Garko Frank Wolff Giuliano Carnimeo Western Mystery
Demofilo Fidani,Jack Betts,Fabio Testi,Dino Strano,Western,one damned day at dawn... django meets sartana!,Jack Betts Fabio Testi Dino Strano Demofilo Fidani Western
Giuliano Carnimeo,Gianni Garko,Daniela Giordano,Ivano Staccioli,Western,"have a good funeral, my friend... sartana will pay",Gianni Garko Daniela Giordano Ivano Staccioli Giuliano Carnimeo Western
Demofilo Fidani Diego Spataro,Jack Betts,Franco Borelli,Gordon Mitchell,Western,django and sartana are coming... it's the end,Jack Betts Franco Borelli Gordon Mitchell Demofilo Fidani Diego Spataro Western
Giuliano Carnimeo,Gianni Garko,Nieves Navarro,Piero Lulli,Western,light the fuse... sartana is coming,Gianni Garko Nieves Navarro Piero Lulli Giuliano Carnimeo Western
Mario Siciliano,Alberto Dell'Acqua,Harry Baird,Beatrice Pella,Western Comedy,trinity and sartana are coming,Alberto Dell'Acqua Harry Baird Beatrice Pella Mario Siciliano Western Comedy
Shannon Hartman,Jim Norton,Michael Kenneth Williams,Robert Kelly,Comedy,jim norton: american degenerate,Jim Norton Michael Kenneth Williams Robert Kelly Shannon Hartman Comedy
Luigi Cozzi,George Hilton,Antoine Saint-John,Femi Benussi,Foreign Horror Thriller,the killer must kill again,George Hilton Antoine Saint-John Femi Benussi Luigi Cozzi Foreign Horror Thriller
William Crain,Bernie Casey,Rosalind Cash,Marie O'Henry,Horror,"dr. black, mr. hyde",Bernie Casey Rosalind Cash Marie O'Henry William Crain Horror
Gianni Crea,Gordon Mitchell,Dino Strano,Pia Giancaro,Western,finders killers,Gordon Mitchell Dino Strano Pia Giancaro Gianni Crea Western
Armando Crispino,Alex Cord,Samantha Eggar,John Marley,Horror Mystery Thriller,the dead are alive,Alex Cord Samantha Eggar John Marley Armando Crispino Horror Mystery Thriller
Giorgio Cristallini,Peter Lee Lawrence,Ida Galli,Phillipe Hersent,Western,four gunmen of the holy trinity,Peter Lee Lawrence Ida Galli Phillipe Hersent Giorgio Cristallini Western
Sean S. Cunningham,Shannon Presby,Lori Loughlin,James Spader,Thriller Horror Drama,the new kids,Shannon Presby Lori Loughlin James Spader Sean S. Cunningham Thriller Horror Drama
Patrick Read Johnson,Christopher Lloyd,Tom Amandes,Roy Billing,Fantasy Comedy Sci-Fi Family,when good ghouls go bad,Christopher Lloyd Tom Amandes Roy Billing Patrick Read Johnson Fantasy Comedy Sci-Fi Family
Joe Johnston,Max Minghella,Eloise Mumford,Michael Gladis,Thriller,not safe for work,Max Minghella Eloise Mumford Michael Gladis Joe Johnston Thriller
Roberto Benigni,Walter Matthau,Roberto Benigni,Nicoletta Braschi,Comedy Fantasy Romance,the little devil,Walter Matthau Roberto Benigni Nicoletta Braschi Roberto Benigni Comedy Fantasy Romance
Nelson McCormick,Rob Lowe,Will Rothhaar,Ginnifer Goodwin,Drama,killing kennedy,Rob Lowe Will Rothhaar Ginnifer Goodwin Nelson McCormick Drama
Juan Cavestany,Jorge Cabrera,Tusti de las Heras,Raquel Guerrero,Comedy Drama,people in places,Jorge Cabrera Tusti de las Heras Raquel Guerrero Juan Cavestany Comedy Drama
Santiago A. Zannou,Álex González,Miguel Ángel Silvestre,Carlos Bardem,Romance Thriller Drama,scorpion in love,Álex González Miguel Ángel Silvestre Carlos Bardem Santiago A. Zannou Romance Thriller Drama
Jun Falkenstein,Don Messick,Casey Kasem,Greg Burson,Animation Family,scooby-doo in arabian nights,Don Messick Casey Kasem Greg Burson Jun Falkenstein Animation Family
Michael Salomon,Toby Keith,Rodney Carrington,Greg Serano,Action Comedy,beer for my horses,Toby Keith Rodney Carrington Greg Serano Michael Salomon Action Comedy
David M. Evans,Judge Reinhold,Julia Sweeney,Joe Pichler,Comedy,beethoven's 3rd,Judge Reinhold Julia Sweeney Joe Pichler David M. Evans Comedy
Mark Griffiths,Dave Thomas,Faith Ford,Daveigh Chase,Comedy Family,beethoven's 5th,Dave Thomas Faith Ford Daveigh Chase Mark Griffiths Comedy Family
Mike Elliott,Jonathan Silverman,Moisés Arias,Rhea Perlman,Comedy,beethoven's big break,Jonathan Silverman Moisés Arias Rhea Perlman Mike Elliott Comedy
Ron Oliver,Jonathan Silverman,Kristy Swanson,Jayne Eastwood,Action Adventure Family,beethoven's treasure tail,Jonathan Silverman Kristy Swanson Jayne Eastwood Ron Oliver Action Adventure Family
John Putch,Curtis Armstrong,Tom Arnold,John Cleese,Comedy Family,beethoven's christmas adventure,Curtis Armstrong Tom Arnold John Cleese John Putch Comedy Family
John H. Auer,Gig Young,Mala Powers,William Talman,Crime Drama,city that never sleeps,Gig Young Mala Powers William Talman John H. Auer Crime Drama
Sean McNamara,Kim Coates,Penelope Ann Miller,Joaquim de Almeida,Adventure Drama Family Sci-Fi,cody the robosapien,Kim Coates Penelope Ann Miller Joaquim de Almeida Sean McNamara Adventure Drama Family Sci-Fi
Anthony Joseph Giunta,Kenton Duty,Danny Flaherty,Katherine McNamara,Drama Family,contest,Kenton Duty Danny Flaherty Katherine McNamara Anthony Joseph Giunta Drama Family
Phil Alden Robinson,Danny Glover,Vondie Curtis-Hall,Loretta Devine,Drama,freedom song,Danny Glover Vondie Curtis-Hall Loretta Devine Phil Alden Robinson Drama
Tulio Demicheli,Christopher Mitchum,Barbara Bouchet,Malisa Longo,Action Foreign,ricco,Christopher Mitchum Barbara Bouchet Malisa Longo Tulio Demicheli Action Foreign
Daniel Algrant,Penn Badgley,Imogen Poots,William Sadler,Drama,greetings from tim buckley,Penn Badgley Imogen Poots William Sadler Daniel Algrant Drama
Daryl Duke,Peter Falk,Jill Clayburgh,Dorothy Tristan,Drama,griffin and phoenix,Peter Falk Jill Clayburgh Dorothy Tristan Daryl Duke Drama
Martin Davidson,Sissy Spacek,William Petersen,Brian Kerwin,Comedy Romance,hard promises,Sissy Spacek William Petersen Brian Kerwin Martin Davidson Comedy Romance
Paul Newman,Paul Newman,Robby Benson,Ellen Barkin,Drama,harry & son,Paul Newman Robby Benson Ellen Barkin Paul Newman Drama
William A. Levey,Mickey Rooney,Susan George,Isabel García Lorca,Adventure Family,"lightning, the white stallion",Mickey Rooney Susan George Isabel García Lorca William A. Levey Adventure Family
David Schmoeller,Clarence Gilyard Jr.,Michael Vara,Michael Tylo,Family,little monsters,Clarence Gilyard Jr. Michael Vara Michael Tylo David Schmoeller Family
H. Bruce Humberstone,Dana Andrews,Eleanor Parker,Jeanne Crain,Drama,madison avenue,Dana Andrews Eleanor Parker Jeanne Crain H. Bruce Humberstone Drama
Kurt Wimmer,Brian Bosworth,MC Hammer,Neal McDonough,Action Thriller,one man's justice,Brian Bosworth MC Hammer Neal McDonough Kurt Wimmer Action Thriller
Paul Golding,Cliff DeYoung,Roxanne Hart,Matthew Lawrence,Horror Sci-Fi,pulse,Cliff DeYoung Roxanne Hart Matthew Lawrence Paul Golding Horror Sci-Fi
Arthur Lubin,Bud Abbott,Lou Costello,Dick Foran,Comedy Western,ride 'em cowboy,Bud Abbott Lou Costello Dick Foran Arthur Lubin Comedy Western
Nadezhda Kosheverova,Oleg Dal,Vladimir Etush,Anastasiya Vertinskaya,Comedy Fantasy Drama Romance,shadow,Oleg Dal Vladimir Etush Anastasiya Vertinskaya Nadezhda Kosheverova Comedy Fantasy Drama Romance
Allen Reisner,Nat 'King' Cole,Eartha Kitt,Cab Calloway,Drama Music,st. louis blues,Nat 'King' Cole Eartha Kitt Cab Calloway Allen Reisner Drama Music
Andrew L. Stone,Lena Horne,Bill Robinson,Katherine Dunham and Her Troupe,Music,stormy weather,Lena Horne Bill Robinson Katherine Dunham and Her Troupe Andrew L. Stone Music
Luigi Cozzi,Lou Ferrigno,Milly Carlucci,Sonia Viviani,Comedy Fantasy,the adventures of hercules,Lou Ferrigno Milly Carlucci Sonia Viviani Luigi Cozzi Comedy Fantasy
Walter C. Miller,Eddie Albert,Judith Anderson,Tammy Grimes,Family Fantasy,the borrowers,Eddie Albert Judith Anderson Tammy Grimes Walter C. Miller Family Fantasy
Ivan Pyryev,Mikhail Ulyanov,Kirill Lavrov,Lionella Pyryeva,Drama,brothers karamazov,Mikhail Ulyanov Kirill Lavrov Lionella Pyryeva Ivan Pyryev Drama
Michael Anderson,Richard Chamberlain,John Houseman,Sara Botsford,Sci-Fi Thriller Horror Mystery,murder by phone,Richard Chamberlain John Houseman Sara Botsford Michael Anderson Sci-Fi Thriller Horror Mystery
Gregory Ratoff,Douglas Fairbanks Jr.,Ruth Warrick,Akim Tamiroff,Adventure Drama,the corsican brothers,Douglas Fairbanks Jr. Ruth Warrick Akim Tamiroff Gregory Ratoff Adventure Drama
Don Taylor,Lee Marvin,Oliver Reed,Robert Culp,Action Comedy Western,the great scout & cathouse thursday,Lee Marvin Oliver Reed Robert Culp Don Taylor Action Comedy Western
Cary Medoway,Lewis Smith,Jason Gedrick,Jane Kaczmarek,Fantasy Comedy Romance,the heavenly kid,Lewis Smith Jason Gedrick Jane Kaczmarek Cary Medoway Fantasy Comedy Romance
Neus Ballús,Rosemarie Abella,Maribel Martí,Raül Molist,Documentary,the plague,Rosemarie Abella Maribel Martí Raül Molist Neus Ballús Documentary
Javier Ruiz Caldera,Inma Cuesta,Martiño Rivas,Quim Gutiérrez,Comedy,three many weddings,Inma Cuesta Martiño Rivas Quim Gutiérrez Javier Ruiz Caldera Comedy
Tyler Perry,Tyler Perry,Shannon Williams,Chandra Currelley-Young,Comedy,a madea christmas,Tyler Perry Shannon Williams Chandra Currelley-Young Tyler Perry Comedy
Claude Autant-Lara Maurice Lehmann,Fernandel,Arletty,Michel Simon,Drama Comedy,fric-frac,Fernandel Arletty Michel Simon Claude Autant-Lara Maurice Lehmann Drama Comedy
Claude Autant-Lara,Odette Joyeux,François Périer,Pierre Larquey,Romance Comedy,sylvia and the ghost,Odette Joyeux François Périer Pierre Larquey Claude Autant-Lara Romance Comedy
Claude Autant-Lara,Danielle Darrieux,Jean Desailly,Victor Guyau,Comedy,keep an eye on amelia,Danielle Darrieux Jean Desailly Victor Guyau Claude Autant-Lara Comedy
Claude Autant-Lara,Gérard Philipe,Danielle Darrieux,Antonella Lualdi,Drama,le rouge et le noir,Gérard Philipe Danielle Darrieux Antonella Lualdi Claude Autant-Lara Drama
Claude Autant-Lara,Jean Gabin,Brigitte Bardot,Edwige Feuillère,Romance Drama Crime,love is my profession,Jean Gabin Brigitte Bardot Edwige Feuillère Claude Autant-Lara Romance Drama Crime
Jean-Luc Godard Philippe de Broca Claude Autant-Lara Mauro Bolognini Franco Indovina Michael Pfleghar,Michèle Mercier,Jeanne Moreau,Raquel Welch,Comedy Drama,the oldest profession,Michèle Mercier Jeanne Moreau Raquel Welch Jean-Luc Godard Philippe de Broca Claude Autant-Lara Mauro Bolognini Franco Indovina Michael Pfleghar Comedy Drama
Phillip Noyce,Bill Hunter,Gary Foley,Zack Martin,Action Drama,backroads,Bill Hunter Gary Foley Zack Martin Phillip Noyce Action Drama
Leslie Norman,Laurence Harvey,Richard Todd,Richard Harris,War Drama,the long and the short and the tall,Laurence Harvey Richard Todd Richard Harris Leslie Norman War Drama
Alan Deutsch,Michael S. Wilson,Bill Wise,Melinda Y. Cohen,Comedy,austin high,Michael S. Wilson Bill Wise Melinda Y. Cohen Alan Deutsch Comedy
Matías Piñeiro,Romina Paula,María Villar,Julia Martínez Rubio,Drama,they all lie,Romina Paula María Villar Julia Martínez Rubio Matías Piñeiro Drama
Jan Forsström,Emmi Parviainen,Luna Leinonen Botero,Ylva Ekblad,Drama,the princess of egypt,Emmi Parviainen Luna Leinonen Botero Ylva Ekblad Jan Forsström Drama
Éric Rohmer,Pascal Greggory,Arielle Dombasle,Fabrice Luchini,Comedy,"the tree, the mayor and the mediatheque",Pascal Greggory Arielle Dombasle Fabrice Luchini Éric Rohmer Comedy
Matthew Avant,Dave Potter,Jed Himel,Nathan Avant,Thriller Sci-Fi Mystery,lunopolis,Dave Potter Jed Himel Nathan Avant Matthew Avant Thriller Sci-Fi Mystery
David Thacker,Ciarán Hinds,Juliet Aubrey,Jodhi May,Drama,the mayor of casterbridge,Ciarán Hinds Juliet Aubrey Jodhi May David Thacker Drama
Kjell Sundvall,Peter Haber,Mikael Persbrandt,Stina Rautelin,Crime,beck 04 - öga för öga,Peter Haber Mikael Persbrandt Stina Rautelin Kjell Sundvall Crime
Ere Kokkonen,Vesa-Matti Loiri,Marjatta Raita,Simo Salminen,Comedy,uuno epsanjassa,Vesa-Matti Loiri Marjatta Raita Simo Salminen Ere Kokkonen Comedy
Quentin Tarantino,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Crime Drama Mystery Western,the hateful eight,Samuel L. Jackson Kurt Russell Jennifer Jason Leigh Quentin Tarantino Crime Drama Mystery Western
Hannes Holm,William Ringström,Morgan Alling,Anja Lundkvist,Comedy Family,the anderssons in greece: all inclusive,William Ringström Morgan Alling Anja Lundkvist Hannes Holm Comedy Family
Park Young-kyun,Chris Jai Alex,Anthony Anderson,Zhang Anqi,Animation,pororo: the racing adventure,Chris Jai Alex Anthony Anderson Zhang Anqi Park Young-kyun Animation
Stelvio Massi,Tomás Milián,Gastone Moschin,Ray Lovelock,Action Thriller Foreign,emergency squad,Tomás Milián Gastone Moschin Ray Lovelock Stelvio Massi Action Thriller Foreign
Stelvio Massi,Franco Gasparri,Lee J. Cobb,Sara Sperati,Drama Crime Romance Foreign,"blood, sweat and fear",Franco Gasparri Lee J. Cobb Sara Sperati Stelvio Massi Drama Crime Romance Foreign
Stelvio Massi,Lee J. Cobb,John Saxon,Renzo Palmer,Crime,la legge violenta della squadra anticrimine,Lee J. Cobb John Saxon Renzo Palmer Stelvio Massi Crime
Stelvio Massi,Luc Merenda,Carlos Monzon,Mariangela Giordano,Action Thriller Foreign,the last round,Luc Merenda Carlos Monzon Mariangela Giordano Stelvio Massi Action Thriller Foreign
Stelvio Massi,Franco Gasparri,John Saxon,John Steiner,Action,mark strikes again,Franco Gasparri John Saxon John Steiner Stelvio Massi Action
Stelvio Massi,Tomás Milián,Elio Zamuto,Katia Christine,Crime,destruction force,Tomás Milián Elio Zamuto Katia Christine Stelvio Massi Crime
Stelvio Massi,Maurizio Merli,Joan Collins,Franco Ressel,Thriller,magnum cop,Maurizio Merli Joan Collins Franco Ressel Stelvio Massi Thriller
Stelvio Massi,Fabio Testi,Vittorio Mezzogiorno,Daniela Poggi,Action,speed cross,Fabio Testi Vittorio Mezzogiorno Daniela Poggi Stelvio Massi Action
Tsai Ming-liang,Lee Kang-Sheng,Lu Yi-Ching,Chen Shiang-Chyi,Drama,stray dogs,Lee Kang-Sheng Lu Yi-Ching Chen Shiang-Chyi Tsai Ming-liang Drama
Massimo Dallamano,Ivan Rassimov,Stephanie Beacham,Patricia Hayes,Action,super bitch,Ivan Rassimov Stephanie Beacham Patricia Hayes Massimo Dallamano Action
Massimo Dallamano,Fabio Testi,Karin Baal,Joachim Fuchsberger,Mystery Thriller,what have you done to solange?,Fabio Testi Karin Baal Joachim Fuchsberger Massimo Dallamano Mystery Thriller
Damiano Damiani,Tony Musante,Claudia Cardinale,John Forsythe,Thriller,goodbye & amen,Tony Musante Claudia Cardinale John Forsythe Damiano Damiani Thriller
Damiano Damiani,Giuliano Gemma,Eleonora Giorgi,Michele Placido,Thriller,a man on his knees,Giuliano Gemma Eleonora Giorgi Michele Placido Damiano Damiani Thriller
Damiano Damiani,Giuliano Gemma,Martin Balsam,Laura Trotter,Crime,l'avvertimento,Giuliano Gemma Martin Balsam Laura Trotter Damiano Damiani Crime
Shim Sung-bo,Kim Yoon-seok,Han Ye-ri, Lee Hee-joon,Thriller Drama,haemoo,Kim Yoon-seok Han Ye-ri  Lee Hee-joon Shim Sung-bo Thriller Drama
Alexis Durand-Brault,Laurence Leboeuf,Patrice Robitaille,Denis Bouchard,Drama,la petite reine,Laurence Leboeuf Patrice Robitaille Denis Bouchard Alexis Durand-Brault Drama
Paul Wendkos,Elizabeth Montgomery,Katherine Helmond,Fionnula Flanagan,Drama,the legend of lizzie borden,Elizabeth Montgomery Katherine Helmond Fionnula Flanagan Paul Wendkos Drama
Sara Colangelo,Elizabeth Banks,Boyd Holbrook,Chloë Sevigny,Drama,little accidents,Elizabeth Banks Boyd Holbrook Chloë Sevigny Sara Colangelo Drama
Lucio De Caro,Ira von Fürstenberg,Michele Placido,Gabriele Ferzetti,Drama Crime,processo per direttissima,Ira von Fürstenberg Michele Placido Gabriele Ferzetti Lucio De Caro Drama Crime
Alberto De Martino,Martin Balsam,Tomás Milián,Francisco Rabal,Crime,counselor at crime,Martin Balsam Tomás Milián Francisco Rabal Alberto De Martino Crime
John Stimpson,Elisabeth Röhm,Laura Breckenridge,Brendan Fehr,Family TV Movie Romance,a christmas kiss,Elisabeth Röhm Laura Breckenridge Brendan Fehr John Stimpson Family TV Movie Romance
Mike Malloy,Enzo G. Castellari,Leonard Mann,Franco Nero,Documentary,eurocrime! the italian cop and gangster films that ruled the '70s,Enzo G. Castellari Leonard Mann Franco Nero Mike Malloy Documentary
Michele Massimo Tarantini,George Hilton,Rosemary Dexter,Steffen Zacharias,Action,7 hours of violence,George Hilton Rosemary Dexter Steffen Zacharias Michele Massimo Tarantini Action
Simon West,Jason Statham,Michael Angarano,Milo Ventimiglia,Thriller Crime Drama,wild card,Jason Statham Michael Angarano Milo Ventimiglia Simon West Thriller Crime Drama
Fenar Ahmad,Kian Rosenberg Larsson,Ali Sivandi,Lirim Jusufi,Drama,flow,Kian Rosenberg Larsson Ali Sivandi Lirim Jusufi Fenar Ahmad Drama
Pablo Malo,Unax Ugalde,Ricard Sales,Francesc Orella,Thriller Crime,lasa & zabala,Unax Ugalde Ricard Sales Francesc Orella Pablo Malo Thriller Crime
Naoko Ogigami,Mikako Ichikawa,Reiko Kusamura,Ken Mitsuishi,Drama Comedy Foreign,rent-a-cat,Mikako Ichikawa Reiko Kusamura Ken Mitsuishi Naoko Ogigami Drama Comedy Foreign
Pan Nalin,Mylène Jampanoï,Milind Soman,Naseeruddin Shah,Adventure Drama Romance,valley of flowers,Mylène Jampanoï Milind Soman Naseeruddin Shah Pan Nalin Adventure Drama Romance
Sylvain Chomet,Guillaume Gouix,Anne Le Ny,Bernadette Lafont,Comedy Drama,attila marcel,Guillaume Gouix Anne Le Ny Bernadette Lafont Sylvain Chomet Comedy Drama
Jake Schreier,Nat Wolff,Cara Delevingne,Justice Smith,Drama Mystery Romance,paper towns,Nat Wolff Cara Delevingne Justice Smith Jake Schreier Drama Mystery Romance
Ferzan Ozpetek,Barbora Bobuľová,Andrea Di Stefano,Lisa Gastoni,Drama,sacred heart,Barbora Bobuľová Andrea Di Stefano Lisa Gastoni Ferzan Ozpetek Drama
Jeremy Garelick,Kevin Hart,Josh Gad,Kaley Cuoco,Comedy,the wedding ringer,Kevin Hart Josh Gad Kaley Cuoco Jeremy Garelick Comedy
John Flynn,Stephen Baldwin,Tyne Daly,Allen Garfield,Thriller,absence of the good,Stephen Baldwin Tyne Daly Allen Garfield John Flynn Thriller
John Flynn,Christopher Walken,Lorraine Bracco,Miguel Ferrer,TV Movie Crime Drama,scam,Christopher Walken Lorraine Bracco Miguel Ferrer John Flynn TV Movie Crime Drama
John Flynn Jack Arnold Lawrence Schiller,Catherine Hicks,Richard Basehart,Frank Converse,Documentary History,marilyn: the untold story,Catherine Hicks Richard Basehart Frank Converse John Flynn Jack Arnold Lawrence Schiller Documentary History
Bala,Arya,Pooja Umashankar,Rajendran,Music Drama Action Mystery,naan kadavul,Arya Pooja Umashankar Rajendran Bala Music Drama Action Mystery
Péter Rudolf Iván Kapitány,Péter Rudolf,Reviczky Gábor,Gáspár Sándor,Comedy,üvegtigris,Péter Rudolf Reviczky Gábor Gáspár Sándor Péter Rudolf Iván Kapitány Comedy
Stephen Lance,Emmanuelle Béart,Harrison Gilbertson,Rachael Blake,Romance Drama,my mistress,Emmanuelle Béart Harrison Gilbertson Rachael Blake Stephen Lance Romance Drama
Uwe Heidschötter Johannes Weiland,Helena Bonham Carter,Rob Brydon,Tom Wilkinson,Adventure Animation Family Fantasy,the gruffalo's child,Helena Bonham Carter Rob Brydon Tom Wilkinson Uwe Heidschötter Johannes Weiland Adventure Animation Family Fantasy
Kiah Roache-Turner,Jay Gallagher,Bianca Bradey,Leon Burchill,Horror,wyrmwood: road of the dead,Jay Gallagher Bianca Bradey Leon Burchill Kiah Roache-Turner Horror
David Cross,Meredith Hagner,Matt Walsh,James Adomian,Drama Comedy,hits,Meredith Hagner Matt Walsh James Adomian David Cross Drama Comedy
Erik Leijonborg,Ola Rapace,Anja Lundkvist,Magnus Krepper,Crime Drama Thriller,brothers: the return,Ola Rapace Anja Lundkvist Magnus Krepper Erik Leijonborg Crime Drama Thriller
Lasse Åberg Peter Hald,Lasse Åberg,Jon Skolmen,Cecilia Walton,Comedy,sällskapsresan ii - snowroller,Lasse Åberg Jon Skolmen Cecilia Walton Lasse Åberg Peter Hald Comedy
Lasse Åberg,Lasse Åberg,Jon Skolmen,Birgitte Söndergaard,Comedy,sos,Lasse Åberg Jon Skolmen Birgitte Söndergaard Lasse Åberg Comedy
Alain Darborg,Simon J. Berger,Alexander Karim,Torkel Petersson,Crime Action Comedy Adventure,the master plan,Simon J. Berger Alexander Karim Torkel Petersson Alain Darborg Crime Action Comedy Adventure
Lisa James Larsson,Martin Wallström,Mylaine Hedreul,Sissela Kyle,Drama,ego,Martin Wallström Mylaine Hedreul Sissela Kyle Lisa James Larsson Drama
Mikael Ekman,Gösta Ekman,Ulf Brunnberg,Björn Gustafson,Comedy,jönssonligan får guldfeber,Gösta Ekman Ulf Brunnberg Björn Gustafson Mikael Ekman Comedy
Mikael Ekman,Gösta Ekman,Ulf Brunnberg,Björn Gustafson,Crime Comedy,jönssonligan dyker upp igen,Gösta Ekman Ulf Brunnberg Björn Gustafson Mikael Ekman Crime Comedy
